pikk;Lai;
AGRI-001;AGRI-001;TRUE
AGRI-004;AGRI-002;FALSE
AGRI-005;AGRI-003;FALSE
AGRI-006;AGRI-004;TRUE
AGRI-007;AGRI-005;TRUE
EAM-001;AGRI-006;TRUE
EAM-002;AGRI-007;TRUE
EAM-003;EAM-001;TRUE
EAM-004;EAM-002;TRUE
EAM-005;EAM-003;TRUE
EAM-006;EAM-004;TRUE
EAM-007;EAM-005;TRUE
EAM-008;EAM-006;TRUE
EAM-009;EAM-007;TRUE
EAM-010;EAM-008;TRUE
EKEI-001;EAM-009;TRUE
ENTK-001;EAM-010;TRUE
ENTK-002;EKEI-001;TRUE
ENTK-003;ENTK-001;TRUE
ERR-001;ENTK-002;TRUE
HTM-001;ENTK-003;TRUE
HTM-002;ERR-001;TRUE
HTM-003;HTM-001;TRUE
HTM-004;HTM-002;TRUE
HTM-005;HTM-003;TRUE
HTM-006;HTM-004;TRUE
HTM-007;HTM-005;TRUE
HTM-008;HTM-006;TRUE
HTM-009;HTM-007;TRUE
HTM-010;HTM-008;TRUE
HTM-011;HTM-009;TRUE
HTM-012;HTM-010;TRUE
HTM-013;HTM-011;TRUE
INNO-001;HTM-012;TRUE
INNO-002;HTM-013;TRUE
INNO-003;INNO-001;TRUE
INNO-005;INNO-002;TRUE
INNO-006;INNO-003;TRUE
INNO-007;INNO-004;FALSE
JUM-001;INNO-005;TRUE
JUM-002;INNO-006;TRUE
JUM-003;INNO-007;TRUE
JUM-004;JUM-001;TRUE
JUM-005;JUM-002;TRUE
JUM-007;JUM-003;TRUE
JUM-008;JUM-004;TRUE
KA-001;JUM-005;TRUE
KA-002;JUM-007;TRUE
KA-003;JUM-008;TRUE
KA-004;KA-001;TRUE
KA-005;KA-002;TRUE
KA-006;KA-003;TRUE
KA-007;KA-004;TRUE
KA-008;KA-005;TRUE
KA-009;KA-006;TRUE
KA-010;KA-007;TRUE
KA-011;KA-008;TRUE
KI-001;KA-009;TRUE
KI-002;KA-010;TRUE
KI-003;KA-011;TRUE
KI-004;KI-001;TRUE
KI-005;KI-002;TRUE
KI-006;KI-003;TRUE
KKA-001;KI-004;TRUE
KKA-002;KI-005;TRUE
KKA-003;KI-006;TRUE
KKA-004;KKA-001;TRUE
KKA-005;KKA-002;TRUE
KKA-007;KKA-003;TRUE
KKA-008;KKA-004;TRUE
KKA-009;KKA-005;TRUE
KKA-010;KKA-007;TRUE
KKA-011;KKA-008;TRUE
KKA-012;KKA-009;TRUE
KKA-013;KKA-010;TRUE
KUM-001;KKA-011;TRUE
LA-001;KKA-012;TRUE
LA-003;KKA-013;TRUE
LA-004;KUM-001;TRUE
LA-005;LA-001;TRUE
LA-006;LA-003;TRUE
LA-007;LA-004;TRUE
LA-008;LA-005;TRUE
LA-009;LA-006;TRUE
LA-010;LA-007;TRUE
LA-011;LA-008;TRUE
LA-012;LA-009;TRUE
LA-013;LA-010;TRUE
LA-014;LA-011;TRUE
LA-015;LA-012;TRUE
LA-016;LA-013;TRUE
LA-017;LA-014;TRUE
LA-019;LA-015;TRUE
LA-020;LA-016;TRUE
LA-022;LA-017;TRUE
LA-023;LA-019;TRUE
LA-024;LA-020;TRUE
LA-025;LA-022;TRUE
LA-026;LA-023;TRUE
LA-027;LA-024;TRUE
MA-007;LA-025;TRUE
MA-008;LA-026;TRUE
MA-010;LA-027;TRUE
MA-014;MA-007;TRUE
MA-035;MA-008;TRUE
MA-036;MA-010;TRUE
MA-037;MA-014;TRUE
MA-038;MA-035;TRUE
MA-039;MA-036;TRUE
MA-041;MA-037;TRUE
MA-042;MA-038;TRUE
MA-044;MA-039;TRUE
MA-045;MA-040;FALSE
MFA-001;MA-041;TRUE
MFA-002;MA-042;TRUE
MFA-003;MA-044;TRUE
MFA-004;MA-045;TRUE
MFA-005;MFA-001;TRUE
MFA-006;MFA-002;TRUE
MFA-007;MFA-003;TRUE
MFA-008;MFA-004;TRUE
MFA-009;MFA-005;TRUE
MFA-010;MFA-006;TRUE
MKM-001;MFA-007;TRUE
MKM-006;MFA-008;TRUE
MKM-007;MFA-009;TRUE
